id_cliente,edad,antiguedad_meses,cargo_mensual,cantidad_servicios,consultas_soporte,reclamos_ultimo_anio,horas_uso_mensual,tipo_contrato,medio_pago,satisfaccion,gasto_anual,abandono
C1330,28,84,143000,3,0,1,83.8,Bianual,Tarjeta,7.4,1473000,0
C1331,30,13,118200,5,6,6,51.4,Mensual,Transferencia,4.0,1414000,1
C1332,18,1,84500,2,4,0,60.8,Mensual,Tarjeta,7.2,1113000,1
C1333,28,20,88500,3,2,7,59.0,Bianual,Tarjeta,4.6,1064000,0
C1334,52,71,117500,4,1,1,64.9,Anual,Debito automatico,6.4,1448000,0
C1335,18,1,90300,1,5,1,51.5,Mensual,Tarjeta,5.4,1316000,1
C1336,41,1,107100,3,7,6,50.4,Mensual,Tarjeta,5.3,1451000,1
C1337,33,2,69800,1,5,3,24.5,Mensual,Efectivo,7.9,875000,1
C1338,34,29,70200,1,6,6,62.2,Mensual,Debito automatico,6.0,1018000,1
C1339,18,1,69100,1,1,0,34.0,Mensual,Tarjeta,8.7,1044000,0
C1340,44,105,146800,6,2,0,76.2,Anual,Debito automatico,7.6,1952000,0
C1341,37,8,63100,1,3,0,67.5,Mensual,Debito automatico,6.0,755000,1
C1342,28,96,149200,5,2,1,77.4,Mensual,Transferencia,9.1,1951000,0
C1343,49,82,109900,4,4,0,34.0,Bianual,Transferencia,8.3,1232000,0
C1344,26,36,120700,4,4,4,67.2,Mensual,Transferencia,2.9,1602000,0
C1345,43,28,88600,1,5,3,62.6,Mensual,Tarjeta,2.8,1034000,1
C1346,30,43,111000,3,5,4,62.7,Anual,Transferencia,4.7,1351000,0
C1347,55,79,148100,4,2,0,75.9,Anual,,7.2,1887000,0
C1348,32,15,75100,3,6,1,33.5,Mensual,Debito automatico,6.4,852000,1
C1349,52,29,111400,2,8,4,61.2,Mensual,Tarjeta,,1332000,1
C1350,25,4,96200,2,0,1,43.8,Bianual,Transferencia,7.3,1085000,1
C1351,39,30,81000,2,3,5,53.3,Mensual,Transferencia,5.8,1038000,1
C1352,18,39,30400,1,1,4,18.8,Anual,Efectivo,4.0,313000,1
C1353,51,44,115700,2,3,0,136.4,Bianual,Transferencia,8.6,1349000,0
C1354,35,54,103100,3,0,0,76.5,Anual,Tarjeta,9.2,1229000,0
C1355,36,66,156400,4,0,1,89.6,Bianual,Tarjeta,6.4,1731000,0
C1356,41,64,111400,3,1,0,64.1,Mensual,Debito automatico,7.5,1428000,0
C1357,23,24,87100,2,7,3,63.9,Mensual,Transferencia,3.0,1132000,1
C1358,38,1,59900,1,6,3,47.1,Anual,Debito automatico,4.1,707000,1
C1359,49,55,99800,3,0,1,80.9,Anual,Debito automatico,10.0,1261000,0
C1360,38,1,121200,3,8,3,78.7,Anual,Tarjeta,6.6,1563000,1
C1361,38,99,149000,5,3,0,79.6,Mensual,Debito automatico,6.4,2078000,0
C1362,26,10,101600,2,3,1,43.1,Mensual,Debito automatico,7.1,1270000,1
C1363,33,22,65600,2,5,0,5.7,Mensual,Tarjeta,7.1,747000,1
C1364,18,1,85200,1,1,1,63.4,Mensual,Debito automatico,6.9,1209000,1
C1365,27,2,105700,4,3,3,42.9,Mensual,Efectivo,4.6,1459000,1
C1366,48,52,140600,5,1,1,112.5,Bianual,Tarjeta,8.7,1632000,0
C1367,38,24,97600,3,7,4,78.3,Anual,Tarjeta,6.2,1260000,1
C1368,40,17,120600,5,13,2,71.2,Mensual,Transferencia,5.5,1790000,1
C1369,57,49,126300,3,4,1,74.3,Mensual,Tarjeta,7.0,1835000,0
C1370,56,117,110500,3,4,0,74.4,Bianual,Debito automatico,8.4,1372000,0
C1371,42,36,95800,2,9,7,54.5,Anual,Efectivo,5.2,1271000,1
C1372,50,23,72600,2,1,0,34.5,Mensual,Transferencia,6.8,852000,0
C1373,39,60,149500,6,0,0,84.0,Anual,Debito automatico,9.7,1923000,0
C1374,34,69,86800,3,2,1,55.4,Anual,Tarjeta,8.5,1074000,0
C1375,31,5,74800,1,5,0,51.9,Mensual,Efectivo,6.7,1017000,1
C1376,31,1,60900,1,0,1,32.7,Mensual,Transferencia,6.6,934000,1
C1377,48,75,150300,5,3,0,64.2,Bianual,Debito automatico,4.9,1873000,0
C1378,32,59,115200,4,0,0,79.0,Anual,Tarjeta,8.2,1378000,0
C1379,61,34,128400,3,2,1,93.7,Bianual,Debito automatico,7.5,1414000,0
C1380,39,22,91000,1,4,2,47.7,Mensual,Efectivo,2.6,1323000,1
C1381,35,38,103600,3,2,0,51.9,Anual,Debito automatico,10.0,1360000,0
C1382,60,99,169200,6,1,0,78.5,Anual,Tarjeta,8.0,2205000,0
C1383,35,34,113900,3,9,4,70.3,Mensual,Transferencia,4.1,1483000,1
C1384,39,57,153400,4,0,1,84.8,Anual,Debito automatico,7.6,1934000,0
C1385,46,57,141600,5,2,2,69.6,Bianual,Transferencia,8.7,1637000,0
C1386,41,77,170700,6,3,0,73.4,Mensual,Debito automatico,8.6,2349000,0
C1387,39,27,76900,2,12,4,38.6,Mensual,Transferencia,3.1,928000,1
C1388,68,61,109400,4,3,2,55.6,Anual,Debito automatico,7.4,1363000,0
C1389,31,1,35900,1,1,1,22.0,Mensual,Transferencia,7.5,412000,1
C1390,49,80,148700,4,2,2,85.5,Anual,Tarjeta,5.0,1545000,0
C1391,32,29,61600,1,6,1,56.2,Mensual,Debito automatico,4.0,783000,0
C1392,24,25,62600,1,4,2,26.8,Mensual,Transferencia,5.9,727000,0
C1393,34,46,95300,1,7,4,93.3,Anual,Transferencia,3.9,1130000,1
C1394,33,46,114400,3,5,3,67.6,Anual,Efectivo,3.5,1430000,1
C1395,35,1,53300,1,2,2,39.4,Mensual,Transferencia,6.6,855000,0
C1396,26,43,133600,5,2,0,82.1,Bianual,Tarjeta,10.0,1685000,0
C1397,59,85,125300,4,1,0,62.5,Anual,,7.0,1622000,0
C1398,38,83,125200,5,1,0,53.0,Anual,Tarjeta,8.7,1664000,0
C1399,44,69,108700,3,2,1,103.5,Anual,Debito automatico,10.0,1447000,0
C1400,31,64,132200,2,1,1,95.2,Anual,Tarjeta,7.6,1651000,0
C1401,52,43,133900,5,2,0,85.1,Bianual,Debito automatico,10.0,1686000,0
C1402,63,66,142700,6,0,0,69.8,Anual,Tarjeta,7.4,1914000,0
C1403,44,35,95100,2,12,4,73.8,Mensual,Efectivo,6.3,1036000,1
C1404,18,1,61400,1,4,1,9.1,Mensual,Tarjeta,7.3,1003000,1
C1405,59,75,79800,3,0,0,62.6,Anual,Tarjeta,7.8,1173000,0
C1406,55,76,128900,4,2,0,53.8,Anual,Debito automatico,7.3,1657000,0
C1407,27,70,134500,4,2,0,116.3,Anual,Transferencia,7.5,1568000,0
C1408,52,73,143000,4,1,1,86.0,Mensual,Debito automatico,7.5,2009000,0
C1409,30,1,30700,1,4,2,5.0,Anual,Transferencia,7.5,326000,1
C1410,57,85,140900,4,0,1,47.8,Bianual,Tarjeta,7.4,1745000,0
C1411,38,14,104800,3,6,2,59.9,Mensual,Transferencia,3.7,1282000,0
C1412,38,25,76700,2,10,4,54.4,Mensual,Efectivo,3.8,1240000,1
C1413,40,7,44600,1,3,1,12.8,Mensual,Tarjeta,7.6,454000,1
C1414,62,74,132400,3,3,2,103.1,Bianual,Debito automatico,8.9,1583000,1
C1415,18,19,61000,1,2,1,39.0,Anual,Efectivo,5.6,545000,1
C1416,24,1,100900,3,3,1,41.6,Mensual,Transferencia,5.6,1345000,0
C1417,26,1,48000,1,4,1,22.9,Bianual,Tarjeta,6.9,540000,1
C1418,21,34,94400,3,6,5,73.6,Mensual,Efectivo,6.0,1360000,1
C1419,28,1,67200,2,5,0,27.9,Mensual,Efectivo,7.8,877000,1
C1420,63,55,146400,5,2,1,67.5,Anual,Transferencia,5.8,1971000,0
C1421,27,33,82900,2,6,3,71.8,Anual,Transferencia,3.8,938000,0
C1422,30,24,46700,1,3,0,7.9,Anual,Tarjeta,5.2,564000,0
C1423,19,7,85800,2,4,0,59.6,Mensual,Efectivo,6.1,1120000,1
C1424,21,1,51600,1,1,0,36.9,Bianual,Efectivo,8.4,662000,0
C1425,49,34,121200,3,4,5,82.5,Anual,Transferencia,2.3,1525000,1
C1426,47,55,109700,5,4,0,54.8,Anual,Debito automatico,5.4,1517000,0
C1427,31,12,82000,4,2,0,19.2,Mensual,Tarjeta,5.4,1170000,1
C1428,36,66,152600,5,3,1,,Mensual,Debito automatico,7.8,2113000,0
C1429,43,1,85500,1,0,0,38.0,Mensual,Tarjeta,7.2,1010000,0
C1430,57,72,167300,5,1,0,73.1,Anual,Transferencia,7.9,2149000,0
C1431,50,75,124100,4,2,0,64.6,Bianual,Debito automatico,8.9,1674000,0
C1432,41,15,106500,4,4,3,45.8,Bianual,Efectivo,1.9,1149000,1
C1433,24,32,116600,4,3,2,41.7,Mensual,Tarjeta,5.6,1612000,0
C1434,62,72,143900,4,5,0,,Anual,Tarjeta,7.0,1891000,0
C1435,24,22,75400,2,2,0,26.6,Mensual,Tarjeta,7.3,1145000,0
C1436,25,12,59000,1,2,0,23.0,Anual,Transferencia,4.7,800000,0
C1437,23,1,94500,2,4,1,58.8,Mensual,Efectivo,6.4,1255000,1
C1438,36,36,133900,4,0,0,86.7,Bianual,Debito automatico,8.6,1663000,0
C1439,42,1,97000,3,6,5,82.3,Anual,Efectivo,5.5,1144000,1
C1440,38,28,98500,3,10,3,53.5,Mensual,Efectivo,2.1,1299000,1
C1441,58,73,132500,4,5,1,75.9,Mensual,Debito automatico,7.4,1654000,0
C1442,27,1,86900,4,5,3,33.1,Mensual,Tarjeta,5.0,1338000,1
C1443,40,16,57500,2,4,8,34.8,Mensual,Tarjeta,4.7,774000,1
C1444,23,1,63500,1,3,0,56.9,Mensual,Tarjeta,7.4,747000,1
C1445,46,30,52400,1,2,1,31.8,Mensual,Efectivo,8.0,709000,0
C1446,23,1,126400,4,4,2,73.9,Mensual,Transferencia,3.4,1803000,0
C1447,63,58,132100,4,3,0,60.0,Mensual,Transferencia,8.6,1868000,0
C1448,48,40,103200,3,8,1,59.4,Mensual,Tarjeta,5.8,1312000,1
C1449,20,27,49800,1,3,1,20.1,Mensual,Efectivo,4.3,358000,0
C1450,55,14,86700,2,5,4,81.8,Bianual,Transferencia,4.9,1064000,0
C1451,35,1,70900,1,3,0,39.0,Anual,Debito automatico,7.6,791000,0
C1452,60,87,143700,5,0,1,77.9,Bianual,Tarjeta,7.1,1813000,0
C1453,36,1,100800,2,4,6,83.7,Mensual,Efectivo,2.6,1377000,1
C1454,25,1,76300,2,10,0,52.5,Bianual,Tarjeta,7.6,1067000,0
C1455,25,4,70700,2,5,0,46.2,Mensual,Tarjeta,4.9,1127000,1
C1456,30,30,44400,1,3,1,11.3,Mensual,Tarjeta,6.2,706000,1
C1457,64,72,99600,3,1,0,60.9,Bianual,Tarjeta,7.3,1378000,0
C1458,43,49,104900,2,1,1,71.9,Mensual,Tarjeta,9.2,1493000,0
C1459,28,40,142400,5,6,3,73.6,Anual,Debito automatico,3.3,1958000,1
C1460,43,53,125800,4,8,2,64.7,Mensual,Transferencia,3.2,1699000,0
C1461,49,40,154000,5,1,1,65.8,Bianual,Tarjeta,8.4,1752000,0
C1462,33,8,73100,1,3,1,31.0,Anual,Tarjeta,7.7,1129000,0
C1463,58,104,141100,4,2,0,48.1,Bianual,Debito automatico,10.0,1719000,0
C1464,39,27,120900,3,1,0,87.1,Bianual,Efectivo,6.4,1569000,0
C1465,33,62,101400,2,3,0,61.5,Bianual,Transferencia,8.7,1161000,0
C1466,29,10,89300,2,4,3,70.5,Mensual,Transferencia,2.7,1258000,1
C1467,22,25,131900,4,6,6,68.0,Mensual,Tarjeta,5.4,1508000,1
C1468,54,75,146300,5,3,2,102.5,Anual,Debito automatico,6.2,1820000,0
C1469,26,1,46200,1,7,0,47.6,Anual,Efectivo,5.6,593000,0
C1470,37,34,131800,3,3,0,81.2,Anual,Transferencia,7.6,1691000,0
C1471,18,52,124200,4,3,0,101.1,Bianual,Transferencia,8.2,1628000,0
C1472,30,62,111600,3,3,1,65.6,Anual,Debito automatico,8.7,1298000,1
C1473,37,6,55200,2,1,0,18.6,Anual,Efectivo,7.0,772000,0
C1474,21,9,94700,2,2,1,,Mensual,Tarjeta,6.4,1356000,0
C1475,30,16,73600,2,2,1,5.0,Mensual,Tarjeta,4.7,1199000,0
C1476,29,34,138400,4,2,1,87.4,Bianual,Tarjeta,9.2,1742000,0
C1477,53,58,124200,3,3,0,71.7,Anual,Debito automatico,8.2,1514000,0
C1478,35,35,95300,2,6,3,63.6,Mensual,Tarjeta,5.6,1129000,0
C1479,38,60,95100,1,3,3,44.8,Mensual,Debito automatico,3.2,1380000,1
C1480,61,43,116600,2,2,0,94.8,Bianual,Debito automatico,6.3,1450000,0
C1481,54,42,110500,3,1,1,88.3,Bianual,Tarjeta,8.3,1325000,0
C1482,24,19,80000,2,3,3,56.4,Anual,Transferencia,8.0,834000,0
C1483,31,35,71700,1,4,4,62.1,Anual,Debito automatico,4.3,771000,0
C1484,38,41,118800,4,1,0,75.7,Anual,Tarjeta,8.1,1574000,0
C1485,31,2,48700,2,3,1,30.0,Anual,Efectivo,5.3,668000,1
C1486,40,56,108000,2,2,1,66.5,Mensual,Debito automatico,10.0,1220000,0
C1487,38,36,107200,3,2,0,94.5,Bianual,Debito automatico,7.0,1362000,0
C1488,39,2,65200,3,4,0,43.4,Mensual,Efectivo,5.5,767000,0
C1489,40,49,146400,4,0,0,127.5,Anual,Debito automatico,9.0,1962000,0
C1490,61,62,91500,2,2,0,78.1,Anual,Debito automatico,6.0,1161000,0
C1491,37,16,90100,3,10,9,57.7,Mensual,Efectivo,5.7,1142000,1
C1492,51,1,49000,2,5,2,52.8,Mensual,Efectivo,4.9,769000,1
C1493,39,1,94100,3,5,3,65.4,Anual,Transferencia,5.2,1224000,0
C1494,49,30,120000,3,2,1,94.1,Anual,Tarjeta,9.0,1623000,1
C1495,30,6,79900,2,8,1,61.1,Mensual,Transferencia,3.9,1089000,1
C1496,34,46,133500,3,1,1,105.4,Mensual,Tarjeta,7.0,1760000,0
C1497,45,31,140200,4,2,0,78.1,Bianual,Tarjeta,8.1,1675000,0
C1498,44,14,107200,2,7,4,77.8,Mensual,Tarjeta,2.9,1420000,1
C1499,41,37,140600,3,3,0,96.6,Anual,Debito automatico,8.9,1912000,0
C1500,30,42,135300,3,1,0,87.8,Bianual,Debito automatico,9.3,1567000,0
C1501,24,43,85500,3,5,1,57.0,Mensual,,5.9,1228000,0
C1502,40,87,161600,4,5,0,110.8,Mensual,Transferencia,7.9,2068000,0
C1503,37,78,122000,3,4,1,58.9,Anual,Tarjeta,8.6,1333000,0
C1504,42,42,125500,4,1,1,92.8,Anual,Tarjeta,7.9,1605000,0
C1505,51,42,102200,3,0,2,76.0,Anual,Debito automatico,7.7,1306000,0
C1506,36,29,124600,3,7,2,90.6,Bianual,Tarjeta,4.7,1496000,0
C1507,22,56,123200,4,4,0,102.2,Anual,Debito automatico,7.8,1437000,0
C1508,50,65,119500,5,1,0,61.1,Anual,Debito automatico,7.7,1579000,0
C1509,40,49,143500,5,2,1,96.2,Bianual,Debito automatico,7.0,1785000,0
C1510,45,1,59700,1,4,1,38.1,Anual,Transferencia,5.3,656000,1
C1511,18,11,84700,3,1,1,25.7,Mensual,Efectivo,7.2,1009000,0
C1512,49,89,149600,4,2,2,84.1,Anual,Debito automatico,8.5,1841000,0
C1513,41,4,61100,2,2,0,40.2,Anual,Efectivo,5.2,846000,0
C1514,45,73,121000,4,3,2,91.5,Bianual,Tarjeta,9.1,1515000,0
C1515,46,36,153800,5,3,0,87.3,Anual,Tarjeta,7.6,1879000,0
C1516,28,11,65400,2,0,0,40.9,Anual,Transferencia,6.4,838000,0
C1517,44,47,116600,3,4,0,91.7,Anual,Transferencia,10.0,1557000,0
C1518,43,23,72000,2,3,1,62.9,Mensual,Debito automatico,5.1,849000,0
C1519,20,6,69800,2,1,0,23.7,Bianual,Transferencia,7.4,854000,0
C1520,59,79,162500,4,3,3,99.1,Anual,Tarjeta,9.8,2141000,0
C1521,40,90,94100,3,3,1,55.2,Anual,Tarjeta,6.5,1075000,0
C1522,44,67,121200,2,1,1,94.8,Anual,Tarjeta,7.1,1588000,0
C1523,29,8,56000,1,7,3,28.9,Mensual,Transferencia,5.5,890000,1
C1524,31,35,109000,4,7,2,90.2,Mensual,Transferencia,3.8,1468000,1
C1525,27,1,34700,1,4,0,19.5,Anual,Tarjeta,3.5,421000,0
C1526,36,59,127300,5,1,0,76.2,Anual,Tarjeta,8.0,1740000,0
C1527,43,67,130300,5,1,1,56.5,Anual,Debito automatico,6.7,1652000,0
C1528,49,93,143900,4,2,0,77.2,Mensual,Debito automatico,8.4,1693000,0
C1529,27,55,84200,1,4,5,40.0,Anual,Tarjeta,4.5,989000,1
C1530,44,46,113500,4,2,1,80.3,Anual,Debito automatico,7.5,1493000,0
C1531,26,1,97600,4,1,2,27.6,Mensual,Transferencia,4.8,1390000,1
C1532,42,16,109200,4,6,5,65.8,Mensual,Tarjeta,5.0,1381000,1
C1533,31,65,114300,4,3,0,80.0,Bianual,Debito automatico,7.3,1389000,0
C1534,31,32,61700,1,3,4,38.2,Anual,Tarjeta,3.5,830000,1
C1535,22,11,72300,1,4,1,51.4,Mensual,Transferencia,3.6,935000,1
C1536,38,22,28900,1,0,1,13.1,Mensual,Tarjeta,5.0,280000,0
C1537,44,55,149500,5,1,2,100.8,Bianual,Debito automatico,7.4,1933000,0
C1538,25,25,67000,3,5,2,22.8,Mensual,Efectivo,6.5,907000,1
C1539,31,21,91000,2,2,1,59.6,Mensual,Debito automatico,5.2,1297000,1
C1540,34,99,149100,4,0,0,84.0,Bianual,Debito automatico,6.8,1661000,0
C1541,52,83,153400,6,2,1,55.9,Bianual,Transferencia,5.9,1888000,0
C1542,58,61,114500,3,1,0,73.3,Anual,Debito automatico,8.5,1483000,0
C1543,53,74,124100,4,2,1,81.7,Bianual,Transferencia,7.9,1505000,0
C1544,53,70,141400,5,4,3,67.8,Anual,Tarjeta,7.9,1686000,0
C1545,32,32,62000,1,2,1,31.3,Mensual,Efectivo,6.4,577000,1
C1546,49,51,133300,3,0,0,108.4,Bianual,Transferencia,,1732000,0
C1547,24,59,113900,3,3,1,76.0,Anual,Transferencia,,1453000,0
C1548,18,10,91200,3,3,0,35.5,Mensual,Debito automatico,5.9,1347000,0
C1549,38,16,110000,4,8,2,77.3,Mensual,Debito automatico,3.6,1594000,1
C1550,35,48,131200,4,2,1,100.9,Anual,Tarjeta,8.4,1713000,0
C1551,52,68,125600,3,2,0,85.4,Anual,Transferencia,10.0,1540000,0
C1552,24,16,67700,1,5,1,29.4,Mensual,Debito automatico,7.4,934000,0
C1553,18,1,61700,2,3,0,6.2,Mensual,Tarjeta,5.2,976000,1
C1554,41,75,135200,4,1,2,55.1,Anual,Debito automatico,8.2,1699000,0
C1555,18,33,82300,2,4,2,39.1,Mensual,Tarjeta,7.2,1267000,0
C1556,25,5,64200,2,4,0,31.8,Anual,Tarjeta,5.4,687000,1
C1557,39,23,100700,3,3,0,89.2,Bianual,Tarjeta,9.4,1081000,0
C1558,37,75,142200,3,2,0,104.6,Bianual,Tarjeta,8.1,1791000,0
C1559,45,34,94900,2,11,6,43.0,Mensual,Transferencia,2.3,1167000,1
C1560,51,47,139200,3,0,2,84.2,Anual,Transferencia,8.9,1900000,0
C1561,26,3,84200,1,4,0,37.0,Mensual,Debito automatico,,1224000,0
C1562,18,23,44400,2,4,0,22.7,Anual,Efectivo,6.1,747000,0
C1563,57,70,110700,3,2,1,94.9,Anual,Debito automatico,7.4,1471000,0
C1564,41,40,91200,4,3,7,76.5,Anual,Transferencia,3.2,1058000,0
C1565,39,32,113500,3,10,1,66.6,Anual,Efectivo,4.9,1299000,1
C1566,44,27,131200,3,5,4,90.7,Mensual,Transferencia,4.0,1856000,1
C1567,26,26,94700,3,5,4,38.0,Mensual,Tarjeta,4.3,1116000,1
C1568,44,6,41800,1,3,1,33.9,Anual,Transferencia,,676000,1
C1569,33,63,121800,3,3,0,93.9,Mensual,Debito automatico,6.9,1681000,0
C1570,47,36,115600,3,3,1,73.4,Anual,Tarjeta,7.2,1442000,0
C1571,27,25,129700,3,2,0,92.8,Anual,Debito automatico,5.5,1660000,1
C1572,44,87,137800,5,3,1,54.3,Anual,Tarjeta,8.1,1811000,0
C1573,54,57,130300,3,1,0,99.0,Anual,Tarjeta,6.8,1602000,0
C1574,34,31,108300,3,4,0,78.9,Anual,Tarjeta,4.3,1511000,0
C1575,59,84,118400,2,2,0,76.4,Bianual,Tarjeta,7.9,1533000,0
C1576,43,44,115000,3,3,0,58.4,Mensual,Debito automatico,9.1,1547000,0
C1577,51,89,120300,5,3,0,56.5,Bianual,Transferencia,5.9,1453000,0
C1578,48,23,112300,2,7,4,71.0,Mensual,Debito automatico,4.0,1583000,1
C1579,50,71,145800,4,0,0,72.3,Mensual,Debito automatico,9.5,1739000,0
C1580,26,44,105900,3,1,0,44.9,Anual,Transferencia,10.0,1376000,0
C1581,34,76,108000,1,2,1,107.9,Anual,Debito automatico,9.5,1370000,0
C1582,46,24,137800,3,1,0,90.2,Bianual,Tarjeta,8.7,1564000,0
C1583,30,15,61900,3,5,2,20.9,Mensual,Efectivo,5.1,957000,1
C1584,28,24,140000,3,1,0,103.9,Anual,,9.2,1732000,1
C1585,46,76,113700,4,2,1,61.2,Bianual,Tarjeta,7.2,1344000,0
C1586,31,18,83600,1,5,4,51.0,Anual,Debito automatico,4.8,1095000,0
C1587,24,1,61100,1,5,1,39.7,Mensual,Tarjeta,5.6,702000,1
C1588,29,53,147900,5,0,1,116.5,Anual,Tarjeta,8.1,1954000,0
C1589,22,3,80300,2,3,3,60.0,Mensual,Debito automatico,6.6,861000,0
C1590,21,1,74700,1,2,1,39.8,Mensual,Transferencia,6.7,989000,0
C1591,59,90,134900,4,1,1,79.4,Mensual,Tarjeta,8.0,1797000,0
C1592,48,68,132800,4,0,0,100.7,Anual,Debito automatico,7.6,1622000,0
C1593,40,69,98600,3,2,0,67.9,Anual,Tarjeta,6.6,1290000,0
C1594,33,29,93000,1,11,5,72.3,Mensual,Transferencia,6.1,1193000,1
C1595,28,9,88600,2,3,0,22.3,Mensual,Tarjeta,9.5,1275000,0
C1596,20,27,42700,2,2,1,39.1,Anual,Transferencia,7.0,613000,1
C1597,26,48,136400,3,12,5,58.4,Mensual,Tarjeta,2.4,1846000,1
C1598,28,40,115200,3,6,7,70.0,Mensual,Debito automatico,3.1,1524000,1
C1599,47,65,126700,3,2,1,73.9,Anual,Debito automatico,8.0,1531000,0
C1600,26,27,62600,2,6,1,12.8,Mensual,Tarjeta,5.8,828000,1
C1601,42,54,121600,3,0,0,90.9,Mensual,Tarjeta,6.8,1625000,0
C1602,42,1,100500,2,6,4,72.3,Mensual,Tarjeta,3.9,1291000,1
C1603,39,85,121300,4,3,1,79.1,Anual,Tarjeta,7.6,1650000,0
C1604,36,56,82900,2,4,5,60.4,Mensual,Efectivo,5.2,1080000,1
C1605,50,87,130900,2,2,1,98.3,Bianual,Debito automatico,7.0,1570000,0
C1606,39,45,90000,3,8,3,67.0,Mensual,Transferencia,2.1,1087000,1
C1607,52,81,150300,5,2,2,79.0,Bianual,Debito automatico,8.2,1919000,0
C1608,18,7,62600,1,4,2,50.7,Mensual,Efectivo,7.8,757000,0
C1609,25,29,91800,3,2,3,67.8,Mensual,Transferencia,4.0,1117000,0
C1610,41,37,140200,3,0,0,73.6,Mensual,Tarjeta,8.8,1990000,0
C1611,50,35,87400,3,1,0,49.0,Bianual,Debito automatico,7.7,1141000,0
C1612,18,42,75500,2,3,2,54.4,Mensual,Efectivo,3.0,1090000,0
C1613,55,97,142300,5,1,1,84.2,Bianual,Debito automatico,8.7,1785000,0
C1614,62,64,117500,4,1,0,66.4,Bianual,Debito automatico,7.9,1433000,1
C1615,40,62,135100,3,2,0,100.8,Mensual,Transferencia,8.9,1752000,0
C1616,41,23,108400,3,7,6,64.4,Mensual,Efectivo,6.0,1497000,1
C1617,30,29,105000,2,5,3,82.6,Mensual,Tarjeta,2.8,1474000,1
C1618,40,54,120000,3,2,0,83.3,Mensual,Debito automatico,7.6,1584000,0
C1619,18,22,69500,2,5,1,41.5,Anual,Debito automatico,6.6,1085000,0
C1620,18,9,69300,1,3,1,42.1,Mensual,Debito automatico,5.7,880000,0
C1621,44,44,103200,2,10,6,86.0,Mensual,Transferencia,5.1,1212000,0
C1622,33,52,110000,4,1,1,,Anual,Tarjeta,8.1,1239000,0
C1623,48,87,127100,3,0,1,64.7,Anual,Debito automatico,6.2,1411000,0
C1624,29,36,137700,4,2,0,101.6,Anual,Debito automatico,8.4,1701000,0
C1625,40,108,157400,4,0,1,96.7,Bianual,Debito automatico,7.6,1858000,0
C1626,40,55,157900,4,0,0,91.8,Mensual,Tarjeta,9.5,2147000,0
C1627,30,34,114700,3,5,3,57.3,Anual,Tarjeta,4.6,1430000,1
C1628,30,1,82600,2,2,2,46.1,Anual,Debito automatico,7.0,1101000,0
C1629,45,36,118700,2,1,1,101.9,Anual,Debito automatico,8.7,1453000,0
C1630,55,95,123200,4,1,1,66.2,Anual,Tarjeta,7.2,1559000,0
C1631,54,82,112900,3,0,1,77.3,Anual,Debito automatico,6.5,1349000,0
C1632,65,51,107400,4,0,0,90.9,Anual,Transferencia,,1510000,0
C1633,18,23,87800,1,2,1,64.2,Mensual,Debito automatico,6.0,980000,1
C1634,41,40,116700,2,2,0,99.9,Anual,Tarjeta,10.0,1466000,0
C1635,37,28,98800,3,0,0,34.7,Anual,Tarjeta,8.1,1229000,0
C1636,38,7,63800,2,1,0,33.1,Anual,Tarjeta,7.2,885000,0
C1637,24,27,107900,2,9,4,70.9,Mensual,Tarjeta,4.6,1411000,1
C1638,33,41,69700,2,5,3,60.1,Anual,Tarjeta,4.0,876000,1
C1639,48,11,67600,1,6,2,65.0,Mensual,Efectivo,2.5,858000,1
C1640,56,64,85400,4,2,0,55.1,Bianual,Tarjeta,7.1,1217000,0
C1641,38,21,100000,2,10,3,82.8,Anual,Debito automatico,4.2,1255000,1
C1642,50,90,142800,6,1,1,53.8,Mensual,Debito automatico,7.7,2134000,0
C1643,24,1,54400,2,2,2,27.1,Anual,Debito automatico,7.0,716000,1
C1644,29,1,75400,2,1,1,35.6,Anual,Transferencia,7.6,942000,0
C1645,34,36,87600,1,7,5,93.9,Mensual,Debito automatico,3.2,1101000,1
C1646,52,70,105800,4,0,2,65.2,Bianual,Debito automatico,6.5,1344000,0
C1647,28,3,97200,2,4,0,23.3,Mensual,Tarjeta,8.2,1231000,1
C1648,35,22,109000,3,3,0,79.2,Bianual,Tarjeta,9.3,1341000,0
C1649,41,14,94500,2,7,6,88.5,Mensual,Tarjeta,3.6,1223000,1
C1650,52,8,53300,2,5,1,5.0,Mensual,Efectivo,6.3,767000,1
C1651,26,61,133500,5,2,0,72.0,Anual,Debito automatico,8.2,1752000,0
C1652,55,67,149500,4,1,2,115.7,Bianual,Debito automatico,7.4,1826000,0
C1653,30,47,120500,3,4,6,71.5,Anual,Efectivo,4.7,1483000,1
C1654,32,1,59600,2,2,1,16.3,Anual,Transferencia,9.6,907000,0
C1655,52,68,161900,5,8,0,71.3,Anual,Transferencia,7.6,2120000,0
C1656,47,70,116300,3,4,1,89.1,Mensual,Debito automatico,9.1,1793000,0
C1657,62,81,142800,4,5,1,85.5,Anual,Debito automatico,5.3,1811000,0
C1658,43,40,146100,3,1,0,117.4,Bianual,Debito automatico,7.7,1828000,0
C1659,46,22,127700,3,4,2,68.2,Mensual,Transferencia,5.6,1612000,1
C1660,21,67,143600,4,1,0,79.4,Bianual,Debito automatico,8.8,1869000,0
